client_id,client_name,first_name,last_name,email,preferred_server,session_duration,message_count,initial_message,response_pattern,rating_tendency,arrival_offset,priority,client_type,expected_wait_tolerance,chat_complexity,technical_level,satisfaction_threshold,retry_attempts,preferred_response_time,session_goal
250,Leo_Davis_0250,Leo,Davis,leo.davis250@gmail.com,Server_C,182,27,"Hello, I need help with my account",medium,random,53017,low,returning,423,medium,advanced,2,3,18,purchase
251,Quinn_Lopez_0251,Quinn,Lopez,quinn.lopez251@example.org,Server_C,1462,22,I need assistance with billing,random,neutral,18658,low,returning,422,simple,intermediate,2,3,28,technical
252,Victor_Robinson_0252,Victor,Robinson,victor.robinson252@yahoo.com,Server_B,918,18,There's an error in my order,slow,neutral,1386,medium,new,345,simple,advanced,3,1,47,support
253,Wendy_Torres_0253,Wendy,Torres,wendy.torres253@client.biz,Any,1231,6,The system is running slowly,random,neutral,43853,high,new,255,simple,intermediate,5,3,36,information
254,Taylor_Davis_0254,Taylor,Davis,taylor.davis254@company.com,Server_A,869,34,I'm having trouble accessing my data,slow,negative,51252,high,new,462,simple,intermediate,3,3,57,support
255,Leo_Nguyen_0255,Leo,Nguyen,leo.nguyen255@gmail.com,Server_A,1473,21,There's an error in my order,slow,random,3160,high,returning,90,simple,beginner,5,3,12,technical
256,Ellis_Wilson_0256,Ellis,Wilson,ellis.wilson256@gmail.com,Server_B,1763,10,Can you help me reset my password?,medium,random,34022,high,new,322,medium,beginner,2,1,22,complaint
257,Kendall_Wright_0257,Kendall,Wright,kendall.wright257@demo.io,Server_C,245,28,There's a bug in the application,quick,random,47301,high,returning,143,simple,advanced,3,3,17,purchase
258,Mia_Green_0258,Mia,Green,mia.green258@client.biz,Server_A,1800,49,Can you check my account status?,quick,neutral,53247,low,new,503,medium,advanced,5,1,42,purchase
259,Yara_Lee_0259,Yara,Lee,yara.lee259@test.net,Server_C,377,36,Could you explain how this feature works?,random,neutral,50346,low,returning,399,medium,advanced,3,1,38,complaint
260,Alex_Robinson_0260,Alex,Robinson,alex.robinson260@hotmail.com,Server_B,981,16,"Hello, I need help with my account",medium,random,36189,low,premium,166,complex,advanced,4,2,47,technical
261,Ellis_Wilson_0261,Ellis,Wilson,ellis.wilson261@example.org,Any,1211,44,Can you provide more information?,slow,positive,29598,medium,returning,150,complex,beginner,3,1,6,information
262,Jesse_Taylor_0262,Jesse,Taylor,jesse.taylor262@example.org,Server_B,1021,12,I have a question about your service,random,random,59993,low,returning,140,complex,beginner,4,1,15,information
263,Sage_Taylor_0263,Sage,Taylor,sage.taylor263@example.org,Server_C,786,33,I have a question about your service,quick,negative,70400,low,premium,131,medium,beginner,2,3,34,complaint
264,Uma_Torres_0264,Uma,Torres,uma.torres264@client.biz,Server_B,1393,11,The system is running slowly,medium,neutral,81216,low,new,587,simple,advanced,3,2,51,technical
265,Peter_Jackson_0265,Peter,Jackson,peter.jackson265@company.com,Server_C,1794,10,There's an error in my order,random,positive,57384,medium,premium,81,complex,advanced,3,2,17,purchase
266,Sam_Flores_0266,Sam,Flores,sam.flores266@test.net,Server_C,1570,41,The system is running slowly,medium,random,58340,medium,premium,60,complex,advanced,2,3,20,technical
267,Bob_Rivera_0267,Bob,Rivera,bob.rivera267@yahoo.com,Server_A,1596,10,I want to cancel my subscription,quick,negative,41748,low,premium,579,medium,beginner,4,3,7,information
268,Tina_Rodriguez_0268,Tina,Rodriguez,tina.rodriguez268@company.com,Server_B,906,5,My account is not working properly,quick,random,23277,medium,premium,235,simple,beginner,3,3,46,technical
269,Peter_Torres_0269,Peter,Torres,peter.torres269@hotmail.com,Server_C,1037,47,Can you help me with a technical issue?,quick,random,4173,low,returning,252,simple,intermediate,5,3,51,purchase
270,Phoenix_Wilson_0270,Phoenix,Wilson,phoenix.wilson270@outlook.com,Server_C,1087,27,Could you explain how this feature works?,random,positive,15112,low,returning,220,medium,beginner,2,2,46,support
271,Jesse_Sanchez_0271,Jesse,Sanchez,jesse.sanchez271@client.biz,Server_A,1115,13,The system is running slowly,medium,positive,35885,low,returning,206,medium,beginner,3,3,50,purchase
272,Wendy_Lewis_0272,Wendy,Lewis,wendy.lewis272@outlook.com,Server_B,1077,19,I need help with configuration,random,random,27905,low,premium,386,medium,intermediate,3,3,20,support
273,Eve_White_0273,Eve,White,eve.white273@sample.co,Server_C,854,50,I want to upgrade my plan,medium,positive,3450,high,new,274,complex,advanced,5,1,54,purchase
274,Peter_Nelson_0274,Peter,Nelson,peter.nelson274@outlook.com,Server_A,205,14,I want to upgrade my plan,slow,random,80285,medium,returning,584,medium,advanced,4,1,49,support
275,Sage_Martin_0275,Sage,Martin,sage.martin275@demo.io,Server_A,1524,18,Could you explain how this feature works?,slow,negative,39519,high,new,536,simple,intermediate,3,1,59,support
276,Gray_Walker_0276,Gray,Walker,gray.walker276@test.net,Server_A,245,17,There's an error in my order,slow,random,75884,low,new,390,complex,intermediate,4,3,46,technical
277,Jesse_Wilson_0277,Jesse,Wilson,jesse.wilson277@gmail.com,Server_B,638,14,I have a complaint about the service,quick,neutral,37944,low,premium,39,complex,intermediate,4,3,58,complaint
278,Jesse_Thompson_0278,Jesse,Thompson,jesse.thompson278@client.biz,Server_C,713,50,I need help with configuration,slow,positive,49680,high,returning,344,simple,intermediate,2,2,21,information
279,Gray_Williams_0279,Gray,Williams,gray.williams279@test.net,Server_C,178,28,I need help with configuration,slow,random,72845,low,returning,279,simple,beginner,5,2,46,technical
280,Kendall_Rivera_0280,Kendall,Rivera,kendall.rivera280@outlook.com,Server_C,669,35,Could you explain how this feature works?,quick,positive,61790,low,new,598,medium,advanced,2,3,9,complaint
281,Bob_Adams_0281,Bob,Adams,bob.adams281@gmail.com,Server_B,1765,42,I want to cancel my subscription,quick,negative,22906,medium,premium,118,medium,advanced,4,1,37,complaint
282,Jack_Davis_0282,Jack,Davis,jack.davis282@test.net,Server_C,405,39,There's an error in my order,random,positive,56560,medium,premium,172,simple,beginner,4,1,28,information
283,Morgan_White_0283,Morgan,White,morgan.white283@demo.io,Server_B,1233,47,There's a bug in the application,quick,negative,84326,medium,returning,501,complex,advanced,5,1,35,purchase
284,Indigo_Lee_0284,Indigo,Lee,indigo.lee284@example.org,Server_A,641,29,I need training on how to use this,medium,positive,81979,high,returning,564,medium,intermediate,5,1,52,purchase
285,Ellis_White_0285,Ellis,White,ellis.white285@hotmail.com,Server_A,1187,5,"Hello, I need help with my account",medium,negative,29084,low,premium,82,medium,intermediate,3,1,37,technical
286,Bob_Lopez_0286,Bob,Lopez,bob.lopez286@outlook.com,Any,554,20,Can you provide more information?,quick,random,49201,low,new,176,medium,advanced,3,2,48,support
287,Bob_Garcia_0287,Bob,Garcia,bob.garcia287@client.biz,Server_C,1047,44,There's an error in my order,slow,neutral,83513,medium,returning,343,complex,beginner,3,1,13,information
288,Tina_Hernandez_0288,Tina,Hernandez,tina.hernandez288@test.net,Server_B,628,32,Can you provide more information?,quick,positive,26974,high,new,594,medium,advanced,3,1,27,technical
289,Mia_Anderson_0289,Mia,Anderson,mia.anderson289@sample.co,Server_B,1152,24,I have a complaint about the service,slow,neutral,32375,medium,new,430,complex,beginner,4,2,40,information
290,Zoe_Taylor_0290,Zoe,Taylor,zoe.taylor290@outlook.com,Server_A,931,5,I need training on how to use this,medium,negative,69690,high,premium,357,complex,advanced,3,2,51,information
291,Gray_Jackson_0291,Gray,Jackson,gray.jackson291@yahoo.com,Server_B,434,30,I want to upgrade my plan,random,neutral,9286,medium,returning,524,simple,advanced,5,1,41,purchase
292,Xavier_Brown_0292,Xavier,Brown,xavier.brown292@sample.co,Server_A,326,34,There's an error in my order,medium,random,58628,medium,returning,263,simple,beginner,2,3,49,complaint
293,Blake_Martin_0293,Blake,Martin,blake.martin293@demo.io,Server_B,1578,24,I need help with configuration,medium,neutral,14093,low,premium,565,medium,intermediate,2,1,37,support
294,Alex_Clark_0294,Alex,Clark,alex.clark294@outlook.com,Server_A,1358,39,I want to upgrade my plan,quick,negative,43819,low,returning,521,simple,intermediate,4,3,52,information
295,Zoe_Davis_0295,Zoe,Davis,zoe.davis295@company.com,Server_C,807,22,I'm having trouble accessing my data,slow,neutral,41273,low,returning,163,complex,intermediate,5,2,59,support
296,Oakley_Young_0296,Oakley,Young,oakley.young296@demo.io,Server_B,892,44,There's a bug in the application,random,negative,61712,medium,premium,589,complex,intermediate,5,1,40,support
297,Ruby_Ramirez_0297,Ruby,Ramirez,ruby.ramirez297@test.net,Server_A,665,48,The system is running slowly,quick,positive,5858,high,premium,69,simple,advanced,4,3,41,purchase
298,Nico_Robinson_0298,Nico,Robinson,nico.robinson298@test.net,Any,811,29,I'm experiencing problems with login,medium,negative,37586,high,returning,131,simple,beginner,2,3,35,information
299,River_Perez_0299,River,Perez,river.perez299@yahoo.com,Server_A,541,40,Can you check my account status?,quick,neutral,32844,medium,new,359,simple,intermediate,5,3,26,complaint
300,Ivy_Johnson_0300,Ivy,Johnson,ivy.johnson300@gmail.com,Server_B,1161,10,I want to cancel my subscription,random,positive,38754,medium,premium,502,medium,advanced,3,2,60,information
301,Taylor_Miller_0301,Taylor,Miller,taylor.miller301@client.biz,Server_B,251,10,There's a bug in the application,quick,random,5825,high,returning,328,simple,intermediate,3,1,26,information
302,Karen_Torres_0302,Karen,Torres,karen.torres302@yahoo.com,Server_B,515,8,I'm having trouble accessing my data,medium,positive,46102,low,premium,49,medium,beginner,3,1,39,support
303,Olivia_Clark_0303,Olivia,Clark,olivia.clark303@test.net,Server_A,502,12,The system is running slowly,medium,positive,74742,high,premium,148,complex,advanced,4,3,23,purchase
304,Ivy_Allen_0304,Ivy,Allen,ivy.allen304@gmail.com,Server_C,93,5,I'm having trouble accessing my data,slow,neutral,79807,medium,new,325,simple,beginner,5,2,21,purchase
305,Diana_Hill_0305,Diana,Hill,diana.hill305@example.org,Server_A,1628,21,Can you provide more information?,quick,positive,57304,medium,new,319,medium,intermediate,3,1,6,information
306,Yara_Anderson_0306,Yara,Anderson,yara.anderson306@client.biz,Server_B,790,5,There's an error in my order,slow,random,38385,high,new,370,complex,intermediate,3,2,9,purchase
307,Finley_Hall_0307,Finley,Hall,finley.hall307@sample.co,Any,175,8,My account is not working properly,slow,random,86329,medium,returning,114,medium,beginner,2,3,59,complaint
308,Finley_Gonzalez_0308,Finley,Gonzalez,finley.gonzalez308@outlook.com,Server_B,957,17,Could you explain how this feature works?,random,neutral,19400,medium,new,449,simple,beginner,2,1,22,support
309,Ivy_Davis_0309,Ivy,Davis,ivy.davis309@client.biz,Any,1347,33,I need training on how to use this,medium,negative,20851,low,premium,414,medium,advanced,5,2,55,complaint
310,Mia_Ramirez_0310,Mia,Ramirez,mia.ramirez310@demo.io,Any,1503,38,There's an error in my order,random,neutral,8021,low,returning,575,complex,advanced,4,3,49,purchase
311,Finley_Jones_0311,Finley,Jones,finley.jones311@company.com,Server_C,1563,38,Can you check my account status?,random,negative,457,medium,new,333,medium,advanced,4,3,17,support
312,Harper_Lee_0312,Harper,Lee,harper.lee312@hotmail.com,Server_C,1094,18,I need training on how to use this,random,positive,36380,low,returning,336,complex,advanced,2,1,31,information
313,Alex_Williams_0313,Alex,Williams,alex.williams313@outlook.com,Server_C,1157,27,I'm having trouble accessing my data,random,negative,21531,high,premium,397,complex,advanced,4,1,28,purchase
314,Alex_Hernandez_0314,Alex,Hernandez,alex.hernandez314@client.biz,Any,1068,48,I need help with integration,slow,positive,9688,medium,new,549,simple,beginner,4,3,11,purchase
315,Karen_Miller_0315,Karen,Miller,karen.miller315@hotmail.com,Server_A,1224,30,My account is not working properly,random,neutral,84946,low,premium,419,complex,intermediate,5,2,14,technical
316,Ellis_Robinson_0316,Ellis,Robinson,ellis.robinson316@sample.co,Server_A,1004,14,I have a complaint about the service,medium,random,39135,medium,premium,500,medium,beginner,2,2,51,complaint
317,Gray_Green_0317,Gray,Green,gray.green317@gmail.com,Any,347,44,I need assistance with billing,slow,negative,20619,medium,premium,145,medium,intermediate,3,2,40,information
318,Uma_Rivera_0318,Uma,Rivera,uma.rivera318@company.com,Server_C,1619,42,I need training on how to use this,quick,neutral,40163,medium,new,298,medium,intermediate,5,2,13,purchase
319,Eve_Young_0319,Eve,Young,eve.young319@sample.co,Server_C,927,42,I'm experiencing problems with login,random,negative,52734,medium,returning,37,complex,advanced,5,1,18,complaint
320,Harper_Robinson_0320,Harper,Robinson,harper.robinson320@outlook.com,Server_C,1431,45,Can you provide more information?,quick,neutral,45904,medium,new,236,medium,beginner,3,1,29,information
321,Leo_Moore_0321,Leo,Moore,leo.moore321@yahoo.com,Server_C,1748,20,My account is not working properly,slow,neutral,17945,medium,new,344,simple,advanced,5,3,39,purchase
322,Lane_Torres_0322,Lane,Torres,lane.torres322@test.net,Server_C,1032,23,I need assistance with billing,quick,negative,48491,medium,new,470,medium,intermediate,5,2,39,support
323,Phoenix_Flores_0323,Phoenix,Flores,phoenix.flores323@yahoo.com,Any,514,8,The system is running slowly,random,neutral,27360,low,returning,535,simple,intermediate,2,3,46,information
324,Charlie_Wilson_0324,Charlie,Wilson,charlie.wilson324@gmail.com,Any,1413,47,Could you explain how this feature works?,slow,positive,3501,high,new,141,simple,beginner,2,3,22,purchase
325,Leo_Williams_0325,Leo,Williams,leo.williams325@test.net,Server_B,866,23,I have a question about your service,random,neutral,47077,medium,returning,192,simple,advanced,3,2,18,technical
326,River_Thompson_0326,River,Thompson,river.thompson326@company.com,Any,857,8,There's a bug in the application,random,random,81817,medium,premium,323,simple,beginner,5,3,11,technical
327,Morgan_Martinez_0327,Morgan,Martinez,morgan.martinez327@outlook.com,Server_A,1284,30,My account is not working properly,quick,random,14287,low,premium,551,simple,advanced,5,3,36,purchase
328,Tina_Hall_0328,Tina,Hall,tina.hall328@outlook.com,Server_C,665,7,Can you check my account status?,quick,positive,75004,medium,premium,434,simple,intermediate,5,1,37,support
329,Indigo_Campbell_0329,Indigo,Campbell,indigo.campbell329@outlook.com,Server_B,235,24,Can you provide more information?,medium,neutral,58987,medium,new,148,medium,advanced,2,2,46,complaint
330,Kendall_Perez_0330,Kendall,Perez,kendall.perez330@test.net,Any,1570,7,I need help with configuration,slow,neutral,84320,high,returning,125,medium,advanced,5,1,49,complaint
331,Ruby_Martin_0331,Ruby,Martin,ruby.martin331@yahoo.com,Server_C,1765,36,I'm having trouble accessing my data,quick,negative,56432,high,new,585,medium,intermediate,2,3,38,support
332,Peter_Lopez_0332,Peter,Lopez,peter.lopez332@outlook.com,Server_B,339,19,I need training on how to use this,random,negative,47889,high,premium,355,simple,beginner,3,2,47,information
333,Drew_Torres_0333,Drew,Torres,drew.torres333@hotmail.com,Any,955,29,I need help with integration,slow,negative,45947,high,returning,495,complex,intermediate,2,2,5,technical
334,Unique_Campbell_0334,Unique,Campbell,unique.campbell334@example.org,Server_C,513,6,Can you help me reset my password?,medium,positive,33556,medium,new,216,complex,advanced,3,3,33,support
335,Casey_Lewis_0335,Casey,Lewis,casey.lewis335@company.com,Server_C,1318,32,I need help with integration,slow,neutral,4181,high,returning,519,simple,advanced,5,1,43,purchase
336,Kendall_Rodriguez_0336,Kendall,Rodriguez,kendall.rodriguez336@sample.co,Any,1440,14,I have a question about your service,slow,negative,81705,low,premium,44,complex,advanced,3,1,11,information
337,Grace_Brown_0337,Grace,Brown,grace.brown337@client.biz,Server_C,1039,6,I want to upgrade my plan,random,negative,81988,low,new,407,medium,beginner,3,1,49,complaint
338,Oakley_Johnson_0338,Oakley,Johnson,oakley.johnson338@demo.io,Server_C,1653,49,Can you help me with a technical issue?,quick,neutral,80790,medium,returning,338,complex,beginner,5,1,9,support
339,Blake_Nguyen_0339,Blake,Nguyen,blake.nguyen339@demo.io,Any,1240,47,My account is not working properly,random,neutral,22696,medium,new,544,simple,intermediate,5,3,52,information
340,Wendy_Adams_0340,Wendy,Adams,wendy.adams340@test.net,Server_C,1057,28,Can you check my account status?,medium,negative,83201,high,premium,447,simple,beginner,2,3,39,purchase
341,Leo_Lewis_0341,Leo,Lewis,leo.lewis341@company.com,Any,1102,21,Can you provide more information?,medium,negative,68872,high,premium,250,simple,beginner,5,1,9,purchase
342,Peter_Adams_0342,Peter,Adams,peter.adams342@company.com,Any,1263,42,I'm having trouble accessing my data,medium,negative,65220,medium,returning,318,complex,advanced,4,1,29,complaint
343,Henry_Taylor_0343,Henry,Taylor,henry.taylor343@test.net,Any,1493,17,Could you explain how this feature works?,random,random,56778,medium,returning,216,medium,advanced,4,3,45,information
344,Quinn_White_0344,Quinn,White,quinn.white344@test.net,Any,66,25,Can you check my account status?,medium,random,1506,high,new,166,complex,intermediate,3,3,37,technical
345,Zoe_Johnson_0345,Zoe,Johnson,zoe.johnson345@yahoo.com,Server_B,942,36,There's a bug in the application,quick,random,13893,medium,returning,442,simple,beginner,4,3,40,technical
346,Sam_Anderson_0346,Sam,Anderson,sam.anderson346@demo.io,Server_A,509,40,I want to cancel my subscription,medium,positive,48397,low,returning,459,medium,intermediate,2,1,38,technical
347,Taylor_Lewis_0347,Taylor,Lewis,taylor.lewis347@gmail.com,Server_A,1297,45,I'm having trouble accessing my data,medium,positive,82972,high,returning,186,complex,intermediate,2,1,58,support
348,Nico_Miller_0348,Nico,Miller,nico.miller348@client.biz,Server_C,1227,37,I need help with integration,slow,positive,73295,low,new,69,simple,advanced,2,3,52,support
349,Bob_Hill_0349,Bob,Hill,bob.hill349@gmail.com,Server_C,785,26,I need training on how to use this,medium,positive,50982,low,premium,168,medium,advanced,3,1,13,information
350,Sage_Torres_0350,Sage,Torres,sage.torres350@hotmail.com,Any,217,42,I need training on how to use this,slow,neutral,68667,medium,returning,410,simple,advanced,3,2,5,purchase
351,Tina_Nelson_0351,Tina,Nelson,tina.nelson351@test.net,Any,696,22,I'm having trouble accessing my data,medium,neutral,53649,low,returning,362,complex,intermediate,5,3,28,technical
352,Peter_Thompson_0352,Peter,Thompson,peter.thompson352@gmail.com,Server_B,215,20,I have a complaint about the service,random,random,35616,low,new,511,medium,beginner,2,3,28,purchase
353,Frank_Moore_0353,Frank,Moore,frank.moore353@demo.io,Server_B,358,15,I want to upgrade my plan,medium,positive,44044,medium,new,402,simple,intermediate,2,1,35,purchase
354,Charlie_Jones_0354,Charlie,Jones,charlie.jones354@outlook.com,Server_A,1647,13,There's an error in my order,quick,negative,24149,medium,premium,597,medium,intermediate,4,1,31,complaint
355,Quinn_Campbell_0355,Quinn,Campbell,quinn.campbell355@sample.co,Any,661,28,I have a complaint about the service,quick,neutral,32905,high,new,548,complex,beginner,3,3,24,technical
356,Uma_Smith_0356,Uma,Smith,uma.smith356@outlook.com,Server_A,1515,50,I need help with configuration,quick,negative,74932,low,premium,469,medium,advanced,4,1,54,information
357,Ruby_Green_0357,Ruby,Green,ruby.green357@test.net,Server_B,813,42,I have a complaint about the service,slow,neutral,83861,medium,new,388,simple,advanced,5,2,46,support
358,Phoenix_Davis_0358,Phoenix,Davis,phoenix.davis358@client.biz,Any,1796,31,Can you check my account status?,random,neutral,10080,low,returning,273,medium,beginner,4,2,18,support
359,Ivy_Thompson_0359,Ivy,Thompson,ivy.thompson359@yahoo.com,Server_C,1559,5,I have a complaint about the service,quick,positive,15399,high,returning,215,simple,intermediate,5,2,34,technical
360,Jack_Davis_0360,Jack,Davis,jack.davis360@gmail.com,Server_C,1029,32,Can you help me reset my password?,quick,neutral,280,low,returning,446,complex,advanced,5,2,20,purchase
361,Zoe_Miller_0361,Zoe,Miller,zoe.miller361@sample.co,Any,1567,20,Can you provide more information?,quick,neutral,53930,low,returning,127,complex,advanced,3,2,40,purchase
362,Lane_Mitchell_0362,Lane,Mitchell,lane.mitchell362@example.org,Server_B,1298,15,Could you explain how this feature works?,random,neutral,72648,high,premium,344,complex,beginner,2,1,37,complaint
363,Karen_Lopez_0363,Karen,Lopez,karen.lopez363@hotmail.com,Any,1434,27,I have a question about your service,quick,negative,24731,high,new,188,medium,advanced,4,3,46,technical
364,Kendall_Taylor_0364,Kendall,Taylor,kendall.taylor364@test.net,Server_C,288,31,I have a complaint about the service,quick,negative,7727,low,new,71,simple,intermediate,5,1,29,technical
365,Jack_Nguyen_0365,Jack,Nguyen,jack.nguyen365@test.net,Server_B,1619,16,The system is running slowly,quick,positive,71300,medium,premium,294,complex,advanced,4,1,26,complaint
366,Drew_Walker_0366,Drew,Walker,drew.walker366@hotmail.com,Server_B,474,33,I have a complaint about the service,slow,random,65810,medium,returning,109,complex,beginner,5,2,24,information
367,Kendall_Lopez_0367,Kendall,Lopez,kendall.lopez367@client.biz,Server_C,169,19,"Hello, I need help with my account",slow,negative,13977,low,premium,274,complex,advanced,4,3,48,support
368,Sage_Allen_0368,Sage,Allen,sage.allen368@example.org,Server_C,134,9,There's an error in my order,slow,neutral,27515,low,returning,324,simple,advanced,4,2,46,support
369,Grace_Jackson_0369,Grace,Jackson,grace.jackson369@test.net,Server_A,1223,37,There's a bug in the application,random,neutral,29329,medium,new,181,simple,intermediate,5,3,11,technical
370,Phoenix_Perez_0370,Phoenix,Perez,phoenix.perez370@test.net,Server_C,1572,30,I need help with integration,random,neutral,79672,medium,new,86,complex,advanced,4,2,17,support
371,Sam_Clark_0371,Sam,Clark,sam.clark371@client.biz,Server_B,851,6,Can you check my account status?,medium,negative,67677,low,returning,261,simple,beginner,5,2,34,information
372,Olivia_Martin_0372,Olivia,Martin,olivia.martin372@test.net,Any,494,41,The system is running slowly,slow,negative,39347,high,new,552,simple,beginner,2,2,53,complaint
373,Sage_Scott_0373,Sage,Scott,sage.scott373@test.net,Server_A,1238,47,Can you help me reset my password?,quick,random,73352,high,new,394,complex,beginner,4,1,32,purchase
374,Quinn_Ramirez_0374,Quinn,Ramirez,quinn.ramirez374@test.net,Any,630,37,I want to upgrade my plan,random,neutral,39688,high,premium,203,simple,intermediate,2,1,46,technical
375,Charlie_Nguyen_0375,Charlie,Nguyen,charlie.nguyen375@demo.io,Server_A,434,9,I need help with integration,random,random,18111,medium,returning,285,complex,intermediate,5,3,46,complaint
376,Casey_King_0376,Casey,King,casey.king376@hotmail.com,Server_B,1123,24,I need assistance with billing,medium,negative,2548,medium,premium,433,simple,beginner,3,2,42,support
377,Alex_Adams_0377,Alex,Adams,alex.adams377@example.org,Server_C,1609,36,Can you help me reset my password?,random,random,8535,high,premium,475,complex,advanced,2,3,14,information
378,Xavier_Gonzalez_0378,Xavier,Gonzalez,xavier.gonzalez378@company.com,Any,1133,15,"Hello, I need help with my account",medium,negative,27953,high,new,320,medium,advanced,3,2,52,purchase
379,Jesse_King_0379,Jesse,King,jesse.king379@company.com,Server_B,1227,24,I have a complaint about the service,slow,neutral,16594,high,premium,396,complex,intermediate,2,2,29,purchase
380,Yara_Garcia_0380,Yara,Garcia,yara.garcia380@outlook.com,Server_C,707,20,I'm experiencing problems with login,quick,random,5870,medium,premium,425,complex,advanced,5,2,45,information
381,Kendall_Harris_0381,Kendall,Harris,kendall.harris381@example.org,Server_A,1083,36,Can you help me reset my password?,quick,neutral,2098,medium,premium,266,complex,beginner,4,1,37,purchase
382,Alice_Ramirez_0382,Alice,Ramirez,alice.ramirez382@example.org,Any,1013,10,Can you provide more information?,quick,random,39194,low,premium,81,medium,advanced,2,1,36,information
383,Alice_Hill_0383,Alice,Hill,alice.hill383@demo.io,Server_A,1620,47,Can you help me reset my password?,quick,random,8864,medium,returning,496,complex,intermediate,2,3,26,information
384,Grace_Baker_0384,Grace,Baker,grace.baker384@client.biz,Server_A,1232,10,I'm experiencing problems with login,medium,positive,41498,low,returning,541,simple,intermediate,5,3,13,purchase
385,Karen_White_0385,Karen,White,karen.white385@yahoo.com,Server_C,1147,28,Can you help me with a technical issue?,quick,neutral,6682,high,returning,328,complex,advanced,3,3,16,technical
386,Casey_Baker_0386,Casey,Baker,casey.baker386@hotmail.com,Any,1452,46,I'm having trouble accessing my data,medium,negative,72172,low,premium,105,simple,advanced,5,2,56,technical
387,Indigo_Lopez_0387,Indigo,Lopez,indigo.lopez387@yahoo.com,Any,1506,15,Can you provide more information?,random,negative,79339,low,returning,493,medium,beginner,4,3,57,complaint
388,Peter_Sanchez_0388,Peter,Sanchez,peter.sanchez388@demo.io,Server_C,1329,9,I have a complaint about the service,slow,random,46770,medium,premium,65,complex,advanced,3,2,8,support
389,Peter_Scott_0389,Peter,Scott,peter.scott389@outlook.com,Any,397,17,I'm experiencing problems with login,random,negative,43287,low,premium,279,medium,intermediate,4,3,51,information
390,Xavier_Scott_0390,Xavier,Scott,xavier.scott390@hotmail.com,Server_A,1654,12,My account is not working properly,medium,negative,10547,high,premium,74,complex,intermediate,3,2,35,purchase
391,Jack_Brown_0391,Jack,Brown,jack.brown391@client.biz,Any,1243,24,I need assistance with billing,medium,random,29935,high,premium,79,complex,beginner,4,2,8,purchase
392,Jack_Wilson_0392,Jack,Wilson,jack.wilson392@outlook.com,Any,496,27,Can you provide more information?,quick,positive,45184,low,new,568,complex,beginner,4,2,59,support
393,Karen_King_0393,Karen,King,karen.king393@client.biz,Server_C,1741,26,Can you check my account status?,quick,neutral,17533,low,new,287,complex,intermediate,4,3,42,information
394,Eve_Campbell_0394,Eve,Campbell,eve.campbell394@yahoo.com,Server_C,729,17,There's an error in my order,random,positive,81988,high,premium,143,complex,beginner,3,1,23,complaint
395,Ellis_Baker_0395,Ellis,Baker,ellis.baker395@demo.io,Any,762,27,I need help with configuration,quick,random,47605,low,premium,286,complex,advanced,3,2,16,information
396,Karen_Adams_0396,Karen,Adams,karen.adams396@hotmail.com,Server_A,1323,45,I want to upgrade my plan,medium,neutral,49679,high,new,460,complex,beginner,3,3,23,support
397,Oakley_Jones_0397,Oakley,Jones,oakley.jones397@test.net,Any,591,28,I have a question about your service,medium,positive,85829,low,premium,389,medium,beginner,2,2,13,technical
398,Diana_Rivera_0398,Diana,Rivera,diana.rivera398@company.com,Any,824,23,There's an error in my order,quick,positive,436,medium,new,315,medium,beginner,3,2,59,purchase
399,Finley_Nguyen_0399,Finley,Nguyen,finley.nguyen399@sample.co,Server_A,756,6,I need help with integration,slow,negative,36378,high,returning,463,complex,intermediate,4,1,48,purchase
400,Grace_Miller_0400,Grace,Miller,grace.miller400@hotmail.com,Server_B,1313,13,Can you help me reset my password?,slow,positive,41565,high,new,454,medium,intermediate,5,3,15,purchase
401,Tina_Jones_0401,Tina,Jones,tina.jones401@sample.co,Server_C,1337,14,Can you help me reset my password?,quick,positive,76923,low,premium,240,complex,intermediate,4,2,57,support
402,Charlie_Torres_0402,Charlie,Torres,charlie.torres402@company.com,Server_A,948,34,I want to upgrade my plan,slow,negative,349,high,premium,72,complex,beginner,5,2,49,information
403,Charlie_Jackson_0403,Charlie,Jackson,charlie.jackson403@test.net,Server_A,1385,10,I'm experiencing problems with login,random,neutral,42268,medium,premium,292,medium,beginner,2,2,40,purchase
404,Frank_Sanchez_0404,Frank,Sanchez,frank.sanchez404@client.biz,Server_C,383,47,Can you check my account status?,medium,random,75653,low,premium,158,medium,advanced,2,3,55,purchase
405,Wendy_Flores_0405,Wendy,Flores,wendy.flores405@hotmail.com,Server_A,920,35,I want to upgrade my plan,quick,neutral,13001,high,premium,491,simple,beginner,3,3,9,technical
406,Eve_Young_0406,Eve,Young,eve.young406@test.net,Server_A,85,23,I have a question about your service,quick,neutral,25032,low,new,275,simple,intermediate,4,2,23,information
407,Jack_Campbell_0407,Jack,Campbell,jack.campbell407@client.biz,Server_A,709,21,Can you help me with a technical issue?,random,random,5545,low,premium,341,complex,advanced,2,2,33,purchase
408,Phoenix_Lee_0408,Phoenix,Lee,phoenix.lee408@company.com,Server_C,345,22,Can you provide more information?,medium,neutral,72946,low,new,546,simple,intermediate,3,1,25,complaint
409,Blake_Young_0409,Blake,Young,blake.young409@yahoo.com,Server_C,1287,46,Can you check my account status?,quick,random,83598,medium,premium,346,simple,advanced,3,3,43,technical
